1	1028	978301777	5	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Mary Poppins (1964)\",\"movie_genres\":\"Children's|Comedy|Musical\",\"movie_genre_cnt\":\"3\",\"movie_rate_count\":\"1\",\"movie_avg_rate\":\"5.0\",\"movie_hot_rank\":\"151\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	1029	978302205	5	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Dumbo (1941)\",\"movie_genres\":\"Animation|Children's|Musical\",\"movie_genre_cnt\":\"3\",\"movie_rate_count\":\"1\",\"movie_avg_rate\":\"5.0\",\"movie_hot_rank\":\"152\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	1270	978300055	5	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Back to the Future (1985)\",\"movie_genres\":\"Comedy|Sci-Fi\",\"movie_genre_cnt\":\"2\",\"movie_rate_count\":\"2\",\"movie_avg_rate\":\"4.0\",\"movie_hot_rank\":\"42\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	1287	978302039	5	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Ben-Hur (1959)\",\"movie_genres\":\"Action|Adventure|Drama\",\"movie_genre_cnt\":\"3\",\"movie_rate_count\":\"1\",\"movie_avg_rate\":\"5.0\",\"movie_hot_rank\":\"189\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	1566	978824330	4	2001-01-07	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Hercules (1997)\",\"movie_genres\":\"Adventure|Animation|Children's|Comedy|Musical\",\"movie_genre_cnt\":\"5\",\"movie_rate_count\":\"2\",\"movie_avg_rate\":\"4.0\",\"movie_hot_rank\":\"44\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	1961	978301590	5	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Rain Man (1988)\",\"movie_genres\":\"Drama\",\"movie_genre_cnt\":\"1\",\"movie_rate_count\":\"2\",\"movie_avg_rate\":\"4.5\",\"movie_hot_rank\":\"49\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	2340	978300103	3	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Meet Joe Black (1998)\",\"movie_genres\":\"Romance\",\"movie_genre_cnt\":\"1\",\"movie_rate_count\":\"1\",\"movie_avg_rate\":\"3.0\",\"movie_hot_rank\":\"297\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	2797	978302039	4	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Big (1988)\",\"movie_genres\":\"Comedy|Fantasy\",\"movie_genre_cnt\":\"2\",\"movie_rate_count\":\"1\",\"movie_avg_rate\":\"4.0\",\"movie_hot_rank\":\"330\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	531	978302149	4	2001-01-01	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Secret Garden, The (1993)\",\"movie_genres\":\"Children's|Drama\",\"movie_genre_cnt\":\"2\",\"movie_rate_count\":\"1\",\"movie_avg_rate\":\"4.0\",\"movie_hot_rank\":\"117\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
1	588	978824268	4	2001-01-07	"{\"user_id\":\"1\",\"gender\":\"F\",\"age\":\"1\",\"occupation\":\"10\",\"zip_code\":\"48067\"}"	"{\"movie_title\":\"Aladdin (1992)\",\"movie_genres\":\"Animation|Children's|Comedy|Musical\",\"movie_genre_cnt\":\"4\",\"movie_rate_count\":\"2\",\"movie_avg_rate\":\"4.0\",\"movie_hot_rank\":\"26\"}"	"{\"user_movie_rate\":\"48:5:978824351,1907:4:978824330,1566:4:978824330,2355:5:978824291,2294:4:978824291,783:4:978824291,745:3:978824268,2687:3:978824268,1:5:978824268,588:4:978824268,595:5:978824268,527:5:978824195,1545:4:978824139,2398:4:978302281,594:4:978302268,1197:3:978302268,1029:5:978302205,2321:3:978302205,2791:4:978302188,3114:4:978302174,531:4:978302149,2918:4:978302124,661:3:978302109,1246:4:978302091,2762:4:978302091,1287:5:978302039,2797:4:978302039,914:3:978301968,1097:4:978301953,1028:5:978301777,150:5:978301777,2018:4:978301777,1962:4:978301753,1035:5:978301753,938:4:978301752,3105:5:978301713,2028:5:978301619,1961:5:978301590,2692:4:978301570,608:4:978301398,919:4:978301368,720:3:978300760,1193:5:978300760,260:4:978300760,1207:4:978300719,2804:5:978300719,3408:4:978300275,1836:5:978300172,2340:3:978300103,1270:5:978300055,1022:5:978300055,1721:4:978300055,3186:4:978300019\"}"
