1	1022	5	978300055	2001-01-01
1	1193	5	978300760	2001-01-01
1	1246	4	978302091	2001-01-01
1	150	5	978301777	2001-01-01
1	1721	4	978300055	2001-01-01
1	2791	4	978302188	2001-01-01
1	3186	4	978300019	2001-01-01
1	3408	4	978300275	2001-01-01
1	914	3	978301968	2001-01-01
1	919	4	978301368	2001-01-01
2	110	5	978298625	2001-01-01
2	1225	5	978298391	2001-01-01
2	1247	5	978298652	2001-01-01
2	1253	3	978299120	2001-01-01
2	1293	5	978298261	2001-01-01
2	1442	4	978299297	2001-01-01
2	1537	4	978299620	2001-01-01
2	1955	4	978299200	2001-01-01
2	1957	5	978298750	2001-01-01
2	2002	5	978300100	2001-01-01
2	2236	5	978299220	2001-01-01
2	2268	5	978299297	2001-01-01
2	2278	3	978299889	2001-01-01
2	2396	4	978299641	2001-01-01
2	2427	2	978299913	2001-01-01
2	2490	3	978299966	2001-01-01
2	2858	4	978298434	2001-01-01
2	2881	3	978300002	2001-01-01
2	292	3	978300123	2001-01-01
2	3107	2	978300002	2001-01-01
2	3108	3	978299712	2001-01-01
2	3255	4	978299321	2001-01-01
2	3256	2	978299839	2001-01-01
2	3578	5	978298958	2001-01-01
2	3809	3	978299712	2001-01-01
2	434	2	978300174	2001-01-01
2	442	3	978300025	2001-01-01
2	457	4	978299773	2001-01-01
2	95	2	978300143	2001-01-01
3	1210	4	978297600	2001-01-01
3	1259	5	978298296	2001-01-01
3	1265	2	978298316	2001-01-01
3	1270	3	978298231	2001-01-01
3	1304	5	978298166	2001-01-01
3	1378	5	978297419	2001-01-01
3	1431	3	978297095	2001-01-01
3	2355	5	978298430	2001-01-01
3	2617	2	978297837	2001-01-01
3	2735	4	978297867	2001-01-01
3	2997	3	978298147	2001-01-01
3	3421	4	978298147	2001-01-01
3	3619	2	978298201	2001-01-01
3	590	4	978297439	2001-01-01
3	593	3	978297018	2001-01-01
3	653	4	978297757	2001-01-01
3	733	5	978297757	2001-01-01
4	1097	4	978293964	2001-01-01
4	1214	4	978294260	2001-01-01
4	1387	5	978294199	2001-01-01
4	2366	4	978294230	2001-01-01
4	260	5	978294199	2001-01-01
4	3468	5	978294008	2001-01-01
5	1243	3	978244001	2000-12-31
5	1279	1	978245314	2000-12-31
5	1429	3	978245829	2000-12-31
5	1485	3	978246576	2000-12-31
5	1509	3	978244962	2000-12-31
5	1517	4	978245568	2000-12-31
5	1529	4	978245037	2000-12-31
5	1610	4	978245645	2000-12-31
5	1649	4	978244667	2000-12-31
5	1653	2	978245891	2000-12-31
5	1683	3	978246108	2000-12-31
5	1729	4	978245763	2000-12-31
5	1734	4	978245334	2000-12-31
5	176	4	978244568	2000-12-31
5	1884	3	978246576	2000-12-31
5	1897	4	978246426	2000-12-31
5	1921	4	978246162	2000-12-31
5	194	3	978246108	2000-12-31
5	1966	2	978245931	2000-12-31
5	2029	4	978246555	2000-12-31
5	2268	2	978246033	2000-12-31
5	2291	5	978244808	2000-12-31
5	2323	4	978245445	2000-12-31
5	2333	4	978242607	2000-12-31
5	2428	3	978242541	2000-12-31
5	2607	2	978242607	2000-12-31
5	272	3	978245487	2000-12-31
5	2721	3	978243121	2000-12-31
5	2725	2	978246162	2000-12-31
5	288	2	978246585	2000-12-31
5	3016	4	978242016	2000-12-31
5	3020	1	978245916	2000-12-31
5	3386	2	978245948	2000-12-31
5	3408	3	978242323	2000-12-31
5	3409	3	978242541	2000-12-31
5	3476	3	978245916	2000-12-31
5	3513	1	978243896	2000-12-31
5	36	3	978244808	2000-12-31
5	377	4	978245999	2000-12-31
5	39	3	978245037	2000-12-31
5	6	2	978245916	2000-12-31
5	608	4	978244177	2000-12-31
5	800	2	978244540	2000-12-31
5	866	4	978245334	2000-12-31
6	2506	3	978236975	2000-12-31
6	2858	1	978236809	2000-12-31
6	3524	3	978236719	2000-12-31
6	3534	4	978236219	2000-12-31
6	3600	3	978237813	2000-12-31
6	3717	4	978238371	2000-12-31
6	48	5	978237570	2000-12-31
