1	1097	4	978301953	2001-01-01
1	1207	4	978300719	2001-01-01
1	1907	4	978824330	2001-01-07
1	1962	4	978301753	2001-01-01
1	2018	4	978301777	2001-01-01
1	2028	5	978301619	2001-01-01
1	2294	4	978824291	2001-01-07
1	2321	3	978302205	2001-01-01
1	2355	5	978824291	2001-01-07
1	2398	4	978302281	2001-01-01
1	260	4	978300760	2001-01-01
1	2692	4	978301570	2001-01-01
1	2762	4	978302091	2001-01-01
1	2804	5	978300719	2001-01-01
1	3105	5	978301713	2001-01-01
1	48	5	978824351	2001-01-07
1	527	5	978824195	2001-01-07
1	608	4	978301398	2001-01-01
1	661	3	978302109	2001-01-01
1	938	4	978301752	2001-01-01
2	1193	5	978298413	2001-01-01
2	1207	4	978298478	2001-01-01
2	1217	3	978298151	2001-01-01
2	1246	5	978299418	2001-01-01
2	1357	5	978298709	2001-01-01
2	1372	3	978299941	2001-01-01
2	1385	3	978299966	2001-01-01
2	1408	3	978299839	2001-01-01
2	1610	5	978299809	2001-01-01
2	163	4	978299809	2001-01-01
2	165	3	978300002	2001-01-01
2	1687	3	978300174	2001-01-01
2	1690	3	978300051	2001-01-01
2	1784	5	978298841	2001-01-01
2	1954	5	978298841	2001-01-01
2	1968	2	978298881	2001-01-01
2	2006	3	978299861	2001-01-01
2	2312	3	978299046	2001-01-01
2	2501	5	978298600	2001-01-01
2	2571	4	978299773	2001-01-01
2	2728	3	978298881	2001-01-01
2	3030	4	978298434	2001-01-01
2	3068	4	978299000	2001-01-01
2	3071	4	978299120	2001-01-01
2	3095	4	978298517	2001-01-01
2	3105	4	978298673	2001-01-01
2	3147	5	978298652	2001-01-01
2	318	5	978298413	2001-01-01
2	3257	3	978300073	2001-01-01
2	3451	4	978298924	2001-01-01
2	356	5	978299686	2001-01-01
2	3654	3	978298814	2001-01-01
2	368	4	978300002	2001-01-01
2	3735	3	978298814	2001-01-01
2	459	3	978300002	2001-01-01
2	498	3	978299418	2001-01-01
2	593	5	978298517	2001-01-01
2	648	4	978299913	2001-01-01
2	736	4	978300100	2001-01-01
3	1049	4	978297805	2001-01-01
3	1079	5	978298296	2001-01-01
3	1136	5	978298079	2001-01-01
3	1196	4	978297539	2001-01-01
3	1197	5	978297570	2001-01-01
3	1580	3	978297663	2001-01-01
3	2006	4	978297757	2001-01-01
3	2167	5	978297600	2001-01-01
3	2858	4	978297039	2001-01-01
3	3114	3	978298103	2001-01-01
3	3168	4	978297570	2001-01-01
3	3534	3	978297068	2001-01-01
3	3868	3	978298486	2001-01-01
4	1196	2	978294199	2001-01-01
4	1198	5	978294199	2001-01-01
4	1240	5	978294260	2001-01-01
4	2947	5	978294230	2001-01-01
5	1046	5	978244114	2000-12-31
5	1089	5	978244205	2000-12-31
5	1095	4	978245065	2000-12-31
5	1127	1	978241390	2000-12-31
5	1213	5	978244177	2000-12-31
5	1250	5	978241112	2000-12-31
5	1268	2	978245948	2000-12-31
5	1392	4	978245645	2000-12-31
5	1449	4	978244830	2000-12-31
5	1513	4	978242977	2000-12-31
5	1554	3	978244540	2000-12-31
5	162	4	978244624	2000-12-31
5	1704	3	978244517	2000-12-31
5	1721	1	978245763	2000-12-31
5	1730	4	978244603	2000-12-31
5	1747	2	978245663	2000-12-31
5	1909	3	978246479	2000-12-31
5	1923	3	978245314	2000-12-31
5	2013	3	978242934	2000-12-31
5	2028	2	978244053	2000-12-31
5	2058	1	978245740	2000-12-31
5	2070	2	978243121	2000-12-31
5	2282	3	978244667	2000-12-31
5	2390	4	978242679	2000-12-31
5	2395	5	978243054	2000-12-31
5	2437	2	978244759	2000-12-31
5	2571	5	978244493	2000-12-31
5	2759	3	978242080	2000-12-31
5	2762	3	978243054	2000-12-31
5	2858	4	978241390	2000-12-31
5	29	5	978245065	2000-12-31
5	2908	4	978241981	2000-12-31
5	2916	1	978245645	2000-12-31
5	2959	4	978242541	2000-12-31
5	299	3	978242934	2000-12-31
5	3051	2	978241434	2000-12-31
5	3079	2	978246162	2000-12-31
5	3083	5	978244114	2000-12-31
5	3176	2	978243085	2000-12-31
5	321	3	978245863	2000-12-31
5	34	4	978244603	2000-12-31
5	3418	3	978244962	2000-12-31
5	41	4	978244692	2000-12-31
5	461	3	978244893	2000-12-31
5	50	5	978244205	2000-12-31
5	501	1	978244001	2000-12-31
5	551	4	978246504	2000-12-31
5	562	4	978244603	2000-12-31
6	1007	3	978238036	2000-12-31
6	1030	4	978237691	2000-12-31
6	1035	5	978237767	2000-12-31
6	1188	4	978236771	2000-12-31
6	1210	3	978236219	2000-12-31
6	1569	4	978238948	2000-12-31
6	1947	5	978237767	2000-12-31
6	2017	3	978237813	2000-12-31
6	2082	3	978236975	2000-12-31
6	296	2	978237379	2000-12-31
6	3072	4	978236075	2000-12-31
6	3578	4	978238195	2000-12-31
6	3753	5	978238195	2000-12-31
6	588	4	978237511	2000-12-31
6	838	4	978237444	2000-12-31
